cod_mun,uf,nome_mun,IND2,IND4,IND5,IND8,IND9,INF1,INF4-DL,INF4-UP
1304237,AM,Tonantins,0.9159318509175856,-4.891137599443125,-4.336569178893553,0.11861671890852156,-0.7698541288714155,-0.4347014041268029,-1.1493614685480007,-0.7142294380385988
1304260,AM,Uarini,0.08707906336720814,-5.088651436324253,-4.336569178893553,-0.726620585324451,0.9549810317588582,0.15919586908765906,-0.9966120479895793,-0.6618256720030007
1304302,AM,Urucará,0.8541987917891769,-2.42980493086573,-0.5172962377644155,0.5107415670155029,0.3220227042136839,2.0203805016089755,-0.7021068366580264,-0.4637324401572543
1304401,AM,Urucurituba,0.48516258601341383,-0.35922974151472764,-0.4354653947095186,0.5942143085538941,-0.18891813225179477,0.4503604392352375,-0.8875812207316629,0.08449650812546393
1400027,RR,Amajari,-0.5604512753393558,-1.989593989049533,-2.273865174852259,0.31532610490132357,1.4360268055160963,-0.46483505420335974,-1.0220077500376499,-0.6802203411183407
1400050,RR,Alto Alegre,-0.4246954813347507,-1.1243611071779829,-3.1415703377674427,-0.005904911846644157,-0.12337100076815617,0.49623180805561923,-0.8140654507989814,-0.5218389928912639
1400100,RR,Boa Vista,-0.6835536677297113,-0.24308370898539622,0.06093601784678138,-1.8182065419849704,0.48258534732700403,-0.3859907141513533,0.870762829985223,2.5397951126123868
1400159,RR,Bonfim,-0.2975851040758722,-1.4902579335279054,-2.3249151196821267,0.0341689490585188,0.4902023942685786,1.274254023137739,-0.4970047761757112,0.13404103614037124
1400175,RR,Cantá,0.39227365003970277,0.12556692030446792,-0.46953051384787825,0.47245948413624717,0.23286215680717148,0.27593871095261635,-0.7741673161483684,-0.34901494591293186
1400209,RR,Caracaraí,-0.008672177248383876,-2.084731645893073,-0.9429802500293569,-0.6798900352158399,-0.5960451136516105,0.24732999424173552,-0.46104872003892877,0.23699171131333724
1400233,RR,Caroebe,-0.5237196297183679,0.1876890828984846,-2.242375055900153,-0.6154411972632279,0.8004832528093556,2.6981629812774464,-0.5210330120607383,0.5794311609498227
