pair_rank_global,cluster_id,cluster_nome,cod_mun_a,nome_a,uf_a,cod_mun_b,nome_b,uf_b,dist_socio,dist_rqual,divergencia,indicador_dominante,divergencia_ponderada,IND2_a,IND4_a,IND5_a,IND8_a,IND9_a,INF1_a,INF4-UP_a,IND2_b,IND4_b,IND5_b,IND8_b,IND9_b,INF1_b,INF4-UP_b
723,1,C1: Intermediário,4125803,São Pedro do Ivaí,PR,4322152,Tunas,RS,1.5804824891036982,11.309171017824477,7.155518070359933,IND5,3.087533574699449,-0.440185186337511,0.2888530557936208,0.9369851603596602,0.3434352925286519,-0.801180616671325,0.4289980530287618,2.6593824110213347,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
724,1,C1: Intermediário,3146701,Palma,MG,5203962,Buritinópolis,GO,1.2739766563542065,9.113373823946116,7.153485718390446,IND5,0.706728810749965,-0.4681842026754251,0.5059072479606909,-0.5218410180288839,0.1441594207868111,0.9024829830673446,0.1835891968558529,-0.6197237036917851,0.1723534239527817,0.6955398102826086,0.6797526984866221,-4.20162937971753,-0.948894953379424,-1.7196417421393082,1.9688456546098376
725,2,C2: Nordeste Vulnerável,2406809,Lajes Pintadas,RN,2515203,São Sebastião do Umbuzeiro,PB,1.2283430794527737,8.781981779788074,7.149453535856602,IND5,1.5245494829898338,4.274661089234527,-0.4191595582179063,-1.6206723624489086,0.5054094928314424,-0.2008988700203688,-1.0657070552854508,0.6531803359906935,-0.2608420829065347,0.979546696445004,1.0048841418992602,-0.7095124665878279,0.3051151002941978,6.7857323121119055,-0.6195366907761776
726,1,C1: Intermediário,3514924,Elisiário,SP,3542800,Ribeira,SP,1.368426425119274,9.781649610906054,7.148100492801702,IND5,1.0471829045891772,0.018018109336543,0.421765878796999,0.256159540081268,0.6776635202178158,1.0722451076834654,-1.055703974260557,-0.6203675239857647,-0.1666297914748153,-0.7896598959392781,-1.5242806783690654,-4.20162937971753,0.9059003141634744,-0.9969422333063894,-0.6880279240966721
727,1,C1: Intermediário,3515350,Euclides da Cunha Paulista,SP,4322152,Tunas,RS,1.4845494155592736,10.606836485337727,7.1448187355871875,IND5,2.685785188234541,0.0812168641176933,0.9631902292334096,0.2539249405786022,-0.4299405325222291,0.6289844517345469,-0.011832151182767,-0.6704345838314684,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
728,1,C1: Intermediário,4218350,Treviso,SC,4317954,Santo Expedito do Sul,RS,1.3785540768824593,9.849409117502292,7.144739024407056,INF1,0.4204582466850314,-0.3543604658889262,-0.8972992609010283,0.7892166117659126,-0.984803230101208,-3.6956669149072408,-0.3611550461521787,0.9690489280518704,-0.3639841797927218,1.2093340360844866,0.8655440766677309,-0.3826591251534898,0.3051151002941978,8.523061028105163,-0.6195366907761776
729,1,C1: Intermediário,3526308,Lagoinha,SP,4322152,Tunas,RS,1.6007132239839226,11.436419247106999,7.14457722258268,IND5,3.0599488041599265,0.8697395409191473,0.5219373603820966,0.8900850107582328,0.361365738972605,0.8555912635705175,-1.0159530003282191,0.1867405115544057,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
730,2,C2: Nordeste Vulnerável,2203420,Domingos Mourão,PI,2923902,Pau Brasil,BA,0.9527357518521749,6.805210875294285,7.142810432926171,IND5,1.246687486087456,-0.3464885864309752,1.0519277199417834,1.1828352002976683,0.4550657916425983,0.3051151002941978,8.029929952772747,-0.6195366907761776,0.0804787174247836,-0.28263606585676,-0.9641914948064711,-1.0376694507621196,-0.2833930648338656,0.845514833868812,1.4002349508064358
731,1,C1: Intermediário,4107603,Faxinal,PR,4322152,Tunas,RS,1.4804562503206202,10.571761621425756,7.140880800763524,IND5,2.7927207246079133,-0.2834680485739689,0.6339110716691998,0.4357387659440989,0.0016587492816653,0.7084674114094962,-0.3379859257921312,-0.7016552908249833,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
732,1,C1: Intermediário,4316758,Santa Clara do Sul,RS,4319752,São Vendelino,RS,1.1818691385889355,8.43792055148982,7.139471087657473,INF4-UP,0.3559684265202605,-0.9244498632805904,1.1082931601680854,0.5151287058927054,0.1145808339015928,-2.3808459174155097,-0.8718558651779983,-0.707101982288602,4.274661089234527,0.567068009400968,0.9071028443965762,0.2494837430110005,-3.565921520199318,1.89208317231444,2.019939675307429
733,1,C1: Intermediário,1717008,Pindorama do Tocantins,TO,5107883,Serra Nova Dourada,MT,1.4815214429935422,10.576573407837063,7.138994478086788,IND5,1.5737810967338275,3.4131528942217817,1.0991191035676433,0.0528565509542126,0.4379708262520831,-1.0264763723788686,-0.5162459875534021,-0.6790839673622243,-0.4907907877790043,0.1564172147951491,-2.622915892791944,-3.5686061873328896,-0.1792641031605053,-0.530669584223204,-0.721773906103779
734,2,C2: Nordeste Vulnerável,2309409,Novo Oriente,CE,2500700,São João do Rio do Peixe,PB,1.0927411732435919,7.79545741746486,7.133855300053981,IND8,0.24772769602944564,0.1115137412222353,0.072830132739411,0.7894092586770864,-4.20162937971753,0.8735143660705752,-0.5985203801643246,1.8745675253109508,-0.4829951666266566,0.7016347507853139,0.6104238124730179,0.4686261606582473,-2.5197791004135603,2.682896615896177,-0.6433582370465325
735,1,C1: Intermediário,3161205,São Francisco de Paula,MG,4322152,Tunas,RS,1.6648687392978725,11.856970032238074,7.121864772424441,IND5,3.136011581489406,-0.4893882247991543,1.1076543534821388,1.019408386159941,0.6087312181225232,-0.5322192126102304,-0.8257780427742244,0.4434278525984567,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
736,1,C1: Intermediário,3542800,Ribeira,SP,4213351,Ponte Alta do Norte,SC,1.4128113045483184,10.055844058931743,7.11761296037267,IND5,1.0177758564631536,-0.1666297914748153,-0.7896598959392781,-1.5242806783690654,-4.20162937971753,0.9059003141634744,-0.9969422333063894,-0.6880279240966721,0.3199479136326909,0.0162470809025521,0.206161119595195,0.6812697292543605,-1.7652201229417688,0.1591382177338234,-0.6360761529795406
737,1,C1: Intermediário,3156106,Ritápolis,MG,5203962,Buritinópolis,GO,1.3854261843588278,9.855569817204412,7.113745879324347,IND5,0.7126096878602278,0.3788087926431789,0.5176096774259655,-0.5318397967341032,0.5956209858377156,1.0358709394588632,0.0002117747947676,-0.7443063499562486,0.1723534239527817,0.6955398102826086,0.6797526984866221,-4.20162937971753,-0.948894953379424,-1.7196417421393082,1.9688456546098376
738,1,C1: Intermediário,4207809,Irani,SC,4322152,Tunas,RS,1.5430546121913054,10.973929074798745,7.111821565474439,IND5,2.887216186497545,-0.1939197319656019,0.7054461979787696,0.5964017409335015,0.4705520297394455,-2.515512371799081,0.0440910080797156,-0.6918063383409305,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
739,1,C1: Intermediário,3504305,Avaí,SP,5218052,Porteirão,GO,1.5207686995785803,10.815153524149947,7.111636056183491,IND5,0.6045604278417718,3.587866149474454,0.6791108093057653,0.8485373016734638,-4.20162937971753,0.1713501970768531,-0.6856442198717966,-0.3825670111145817,-0.6153120448609475,0.6205802866500458,-0.1793477941353816,0.4897192373439375,-0.1413002569805162,-0.5872554005502563,-0.6752661488409952
740,1,C1: Intermediário,4123709,Santa Isabel do Ivaí,PR,4322152,Tunas,RS,1.5129826942896603,10.758280586635356,7.1106435124003085,IND5,3.0409509119134794,-0.5983280594942078,0.1312962877880181,0.8577844343516396,0.45837531965207,-0.1659171090458864,-0.0958361527550356,-0.7173365647835068,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
741,2,C2: Nordeste Vulnerável,2100105,Afonso Cunha,MA,2106672,Milagres do Maranhão,MA,1.1731341632666665,8.341641824861048,7.11056081984916,IND4,0.2557324680068308,-0.5540923438119073,1.0698483254017042,0.9214790816955906,0.5291732046592736,-0.1185205781303873,-1.3442578931342877,-0.6469297444619798,3.925769229501615,-0.5933535317014217,0.7939326983745975,-4.20162937971753,0.6080930742638448,0.2819246659984742,0.3825931561462959
742,1,C1: Intermediário,3131406,Ipiaçu,MG,4317954,Santo Expedito do Sul,RS,1.7369728475571578,12.345215686291523,7.1073164422496635,IND5,0.7467897469693043,4.274661089234527,-0.0657126917152978,-0.4041620027607923,-2.3897241768136257,0.9024829830673446,-0.8104404411610127,1.7046653388215958,-0.3639841797927218,1.2093340360844866,0.8655440766677309,-0.3826591251534898,0.3051151002941978,8.523061028105163,-0.6195366907761776
743,1,C1: Intermediário,3150307,Piedade do Rio Grande,MG,3522653,Itapirapuã Paulista,SP,1.1357248598747092,8.068138362815814,7.103955051756038,IND4,0.48433561761312177,0.1403772992347218,0.3861841885730692,-0.8457286542841398,-0.7168003946105409,0.8277994661728297,-0.4035659266668818,-0.3808689328277161,0.046183967050252,-3.048443162864374,-1.345003761924295,-4.20162937971753,-0.1348779710151805,0.852046561392672,-0.6966974439728224
744,2,C2: Nordeste Vulnerável,2203420,Domingos Mourão,PI,2925253,Ponto Novo,BA,1.0997090919884982,7.810390080350673,7.1022328815393,IND5,1.1631375385089375,-0.3464885864309752,1.0519277199417834,1.1828352002976683,0.4550657916425983,0.3051151002941978,8.029929952772747,-0.6195366907761776,-0.1082694365917115,-0.2440467411894108,-0.8203030144715958,-0.3788406357267905,0.5839491676673612,-0.5522428234885041,1.9572495765501825
745,2,C2: Nordeste Vulnerável,2203271,Curral Novo do Piauí,PI,2203420,Domingos Mourão,PI,1.12255854858682,7.972496776184184,7.102076572414526,INF1,0.44396911089441915,-0.9734860603664393,1.352428750282732,0.4704021459468321,-1.629486717593279,1.1957622592646044,-1.387880696867824,-0.0744085037650847,-0.3464885864309752,1.0519277199417834,1.1828352002976683,0.4550657916425983,0.3051151002941978,8.029929952772747,-0.6195366907761776
746,1,C1: Intermediário,4318614,São José do Sul,RS,4322152,Tunas,RS,1.5586634266145802,11.052818886649401,7.091215903849703,IND5,3.0157581148076074,-0.3242152627623798,0.1225444783738954,0.8149511633098916,0.6812697292543605,-0.2906135119185768,-0.8534466779040867,1.6511315904413135,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
747,1,C1: Intermediário,3153004,Pratinha,MG,4312179,Mato Queimado,RS,1.5706947670801934,11.13255889714842,7.087665358913347,IND5,1.6183204207252644,-0.3499581286776154,-1.2189132642893308,-1.7184998564080145,-4.20162937971753,-0.4397033364401437,0.5235077281258746,2.699865836896199,-0.7767762864550124,1.1659481376901497,1.0329991900065216,0.6596754426318066,-0.8531148724246211,-0.4234671765422437,-0.2242788581636906
748,1,C1: Intermediário,1707652,Figueirópolis,TO,5107883,Serra Nova Dourada,MT,1.2336785823315644,8.742349755346604,7.086407978111915,IND5,1.4847788481501079,0.5617276101053919,-0.6186648657365055,-0.098466758676339,0.2132707545364043,-0.3969859507809194,1.352194521591479,-0.662452105928675,-0.4907907877790043,0.1564172147951491,-2.622915892791944,-3.5686061873328896,-0.1792641031605053,-0.530669584223204,-0.721773906103779
749,1,C1: Intermediário,3129202,Heliodora,MG,4322152,Tunas,RS,1.6093483041382561,11.398784240015917,7.082857206002195,IND5,3.109371730259257,-0.4971577243219586,0.8013364648404492,0.9741148062744878,0.6812697292543605,0.5142093452968153,-0.07505768089225,-0.7621327145958259,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
